Crew_ID,Age,Stress_Level,Crew_Role,Fitness_Level,Species,Home_Planet,Ship_Name,Recent_Medical_Incident
CRW1815,24,78,Scientist,High,Synthoid,Aquaros,SS Andromeda,False
CRW1816,148,19,Engineer,Moderate,Aquarion,Dracos,SS Aurora,False
CRW1817,62,63,Engineer,High,Synthoid,Zylar IV,SS Aurora,False
CRW1818,127,92,Engineer,Moderate,Draconian,Eldar,SS Endeavor,False
CRW1819,35,92,Pilot,High,Krell,Aquaros,SS Solaris,False
CRW1820,33,66,Medical Officer,High,Xel'Naga,Krellar,SS Odyssey,False
CRW1821,108,82,Communications Officer,Moderate,Xel'Naga,Aquaros,SS Solaris,False
CRW1822,33,2,Engineer,Moderate,Andromedan,Nova Terra,SS Aurora,False
CRW1823,162,53,Pilot,Low,Human,Earth,SS Solaris,True
CRW1824,46,77,Scientist,Moderate,Human,Felix,SS Odyssey,True
CRW1825,66,63,Navigator,Moderate,Xel'Naga,Eldar,SS Odyssey,False
CRW1826,143,39,Communications Officer,High,Draconian,Eldar,SS Orion,False
CRW1827,168,58,Security,High,Felid,Vulpes,SS Solaris,False
CRW1828,76,54,Communications Officer,High,Krell,Eldar,SS Orion,False
CRW1829,121,61,Communications Officer,Moderate,Andromedan,Eldar,SS Aurora,False
CRW1830,194,3,Pilot,Moderate,Draconian,Nova Terra,SS Aurora,False
CRW1831,157,59,Security,Moderate,Human,Zeta Reticuli,SS Aurora,True
CRW1832,140,74,Engineer,Moderate,Andromedan,Eldar,SS Endeavor,False
CRW1833,74,94,Engineer,Moderate,Aquarion,Earth,SS Solaris,False
CRW1834,53,95,Communications Officer,High,Felid,Felix,SS Andromeda,False
CRW1835,72,90,Pilot,High,Vulperian,Andromeda Prime,SS Odyssey,False
CRW1836,65,29,Security,Low,Zetan,Nova Terra,SS Andromeda,False
CRW1837,103,1,Engineer,Moderate,Felid,Nova Terra,SS Aurora,False
CRW1838,167,61,Scientist,Low,Andromedan,Zeta Reticuli,SS Solaris,False
CRW1839,171,48,Medical Officer,High,Human,Vulpes,SS Orion,False
CRW1840,58,8,Medical Officer,Low,Draconian,Zeta Reticuli,SS Andromeda,False
CRW1841,117,91,Engineer,High,Aquarion,Felix,SS Aurora,False
CRW1842,77,30,Security,High,Zetan,Felix,SS Andromeda,True
CRW1843,126,97,Navigator,Low,Felid,Aquaros,SS Andromeda,False
CRW1844,80,60,Engineer,High,Zetan,Andromeda Prime,SS Odyssey,True
CRW1845,152,78,Navigator,Moderate,Andromedan,Felix,SS Andromeda,False
CRW1846,177,47,Navigator,High,Zetan,Zylar IV,SS Aurora,False
CRW1847,56,24,Security,Moderate,Aquarion,Krellar,SS Odyssey,False
CRW1848,114,35,Navigator,Low,Krell,Zylar IV,SS Aurora,True
CRW1849,118,7,Scientist,High,Draconian,Vulpes,SS Endeavor,False
CRW1850,156,72,Security,Moderate,Andromedan,Vulpes,SS Endeavor,False
CRW1851,97,57,Engineer,High,Zetan,Eldar,SS Endeavor,False
CRW1852,70,100,Communications Officer,Moderate,Krell,Zeta Reticuli,SS Andromeda,False
CRW1853,115,44,Scientist,High,Draconian,Aquaros,SS Solaris,False
CRW1854,180,61,Pilot,High,Synthoid,Eldar,SS Aurora,True
CRW1855,45,38,Medical Officer,High,Krell,Dracos,SS Endeavor,False
CRW1856,169,95,Engineer,High,Synthoid,Aquaros,SS Solaris,False
CRW1857,58,57,Engineer,Low,Synthoid,Vulpes,SS Endeavor,False
CRW1858,25,80,Engineer,High,Krell,Vulpes,SS Endeavor,False
CRW1859,129,98,Scientist,High,Zetan,Nova Terra,SS Solaris,False
CRW1860,147,100,Pilot,Moderate,Synthoid,Dracos,SS Endeavor,False
CRW1861,41,82,Communications Officer,High,Zetan,Eldar,SS Andromeda,True
CRW1862,173,63,Security,Moderate,Zetan,Vulpes,SS Andromeda,False
CRW1863,71,43,Pilot,Low,Draconian,Dracos,SS Odyssey,False
CRW1864,198,28,Scientist,Moderate,Eldari,Andromeda Prime,SS Andromeda,False
CRW1865,117,58,Engineer,Low,Aquarion,Krellar,SS Orion,True
CRW1866,126,70,Medical Officer,Moderate,Zetan,Zeta Reticuli,SS Odyssey,True
CRW1867,185,91,Engineer,High,Draconian,Vulpes,SS Endeavor,False
CRW1868,138,8,Security,Moderate,Vulperian,Andromeda Prime,SS Orion,False
CRW1869,119,91,Navigator,Moderate,Synthoid,Aquaros,SS Aurora,False
CRW1870,87,5,Medical Officer,Moderate,Andromedan,Zeta Reticuli,SS Solaris,True
CRW1871,100,28,Engineer,Low,Felid,Dracos,SS Aurora,False
CRW1872,183,57,Communications Officer,Moderate,Zetan,Zeta Reticuli,SS Orion,False
CRW1873,185,16,Medical Officer,Low,Krell,Zylar IV,SS Andromeda,False
CRW1874,27,15,Navigator,Moderate,Synthoid,Nova Terra,SS Endeavor,False
CRW1875,60,86,Pilot,Moderate,Synthoid,Dracos,SS Odyssey,False
CRW1876,191,94,Scientist,Moderate,Vulperian,Andromeda Prime,SS Endeavor,True
CRW1877,136,2,Engineer,High,Andromedan,Vulpes,SS Andromeda,False
CRW1878,146,20,Security,Low,Draconian,Dracos,SS Endeavor,False
CRW1879,33,63,Pilot,Moderate,Vulperian,Earth,SS Solaris,True
CRW1880,152,89,Engineer,High,Aquarion,Zylar IV,SS Solaris,False
CRW1881,39,35,Pilot,High,Synthoid,Andromeda Prime,SS Solaris,False
CRW1882,61,100,Security,Moderate,Zetan,Aquaros,SS Aurora,True
CRW1883,42,85,Engineer,High,Zetan,Earth,SS Andromeda,False
CRW1884,164,61,Navigator,High,Vulperian,Dracos,SS Solaris,True
CRW1885,120,41,Navigator,Moderate,Aquarion,Nova Terra,SS Orion,False
CRW1886,47,75,Security,High,Xel'Naga,Earth,SS Solaris,False
CRW1887,29,41,Medical Officer,Moderate,Human,Zeta Reticuli,SS Odyssey,False
CRW1888,121,60,Security,High,Krell,Dracos,SS Aurora,False
CRW1889,108,12,Medical Officer,High,Krell,Andromeda Prime,SS Orion,True
CRW1890,63,10,Engineer,Moderate,Xel'Naga,Dracos,SS Andromeda,True
CRW1891,193,53,Medical Officer,Moderate,Synthoid,Nova Terra,SS Andromeda,True
CRW1892,35,15,Engineer,High,Draconian,Krellar,SS Odyssey,False
CRW1893,99,7,Engineer,High,Andromedan,Zeta Reticuli,SS Solaris,False
CRW1894,23,58,Communications Officer,Moderate,Xel'Naga,Vulpes,SS Orion,False
CRW1895,140,56,Scientist,High,Aquarion,Dracos,SS Odyssey,False
CRW1896,58,39,Engineer,High,Felid,Nova Terra,SS Orion,False
CRW1897,90,58,Medical Officer,High,Zetan,Earth,SS Solaris,False
CRW1898,187,1,Scientist,Low,Human,Earth,SS Solaris,False
CRW1899,62,93,Scientist,Moderate,Synthoid,Felix,SS Endeavor,False
CRW1900,83,93,Engineer,Moderate,Human,Andromeda Prime,SS Endeavor,True
CRW1901,81,75,Security,Moderate,Andromedan,Zeta Reticuli,SS Solaris,False
CRW1902,146,9,Security,Moderate,Zetan,Earth,SS Aurora,False
CRW1903,132,43,Navigator,Moderate,Aquarion,Felix,SS Odyssey,False
CRW1904,35,10,Scientist,Moderate,Krell,Vulpes,SS Endeavor,False
CRW1905,105,78,Engineer,High,Andromedan,Krellar,SS Solaris,False
CRW1906,151,79,Communications Officer,Moderate,Xel'Naga,Krellar,SS Orion,True
CRW1907,91,80,Security,Moderate,Krell,Andromeda Prime,SS Odyssey,False
CRW1908,166,89,Communications Officer,Moderate,Krell,Dracos,SS Endeavor,False
CRW1909,144,1,Engineer,High,Aquarion,Felix,SS Aurora,True
CRW1910,110,49,Engineer,High,Xel'Naga,Earth,SS Odyssey,False
CRW1911,49,11,Scientist,Moderate,Vulperian,Nova Terra,SS Odyssey,False
CRW1912,87,89,Communications Officer,Moderate,Andromedan,Aquaros,SS Andromeda,False
CRW1913,184,22,Navigator,Low,Draconian,Krellar,SS Orion,False
CRW1914,26,17,Scientist,High,Eldari,Eldar,SS Aurora,False
CRW1915,189,61,Pilot,Moderate,Felid,Andromeda Prime,SS Aurora,False
CRW1916,185,95,Communications Officer,Moderate,Zetan,Dracos,SS Aurora,False
CRW1917,66,61,Security,Low,Aquarion,Zylar IV,SS Orion,False
CRW1918,172,37,Security,Moderate,Zetan,Andromeda Prime,SS Aurora,False
CRW1919,68,66,Security,Moderate,Andromedan,Nova Terra,SS Andromeda,True
CRW1920,52,37,Medical Officer,Moderate,Xel'Naga,Aquaros,SS Endeavor,True
CRW1921,160,66,Engineer,Moderate,Draconian,Eldar,SS Orion,True
CRW1922,31,93,Scientist,Low,Eldari,Krellar,SS Aurora,False
CRW1923,139,60,Security,High,Human,Zeta Reticuli,SS Solaris,False
CRW1924,35,0,Pilot,High,Draconian,Eldar,SS Endeavor,False
CRW1925,101,93,Security,Low,Aquarion,Felix,SS Odyssey,False
CRW1926,114,44,Navigator,Moderate,Zetan,Krellar,SS Orion,True
CRW1927,31,95,Engineer,Moderate,Draconian,Zylar IV,SS Solaris,True
CRW1928,97,27,Communications Officer,Moderate,Synthoid,Zylar IV,SS Odyssey,True
CRW1929,115,20,Engineer,High,Xel'Naga,Krellar,SS Solaris,False
CRW1930,126,12,Communications Officer,Moderate,Xel'Naga,Zeta Reticuli,SS Aurora,True
CRW1931,22,26,Communications Officer,Moderate,Synthoid,Andromeda Prime,SS Orion,False
CRW1932,154,99,Scientist,High,Krell,Zeta Reticuli,SS Aurora,False
CRW1933,41,6,Medical Officer,High,Krell,Earth,SS Odyssey,False
CRW1934,29,21,Communications Officer,Low,Andromedan,Krellar,SS Andromeda,False
CRW1935,192,73,Communications Officer,High,Vulperian,Krellar,SS Solaris,False
CRW1936,22,52,Scientist,Low,Human,Zeta Reticuli,SS Andromeda,True
CRW1937,78,78,Security,High,Synthoid,Felix,SS Odyssey,False
CRW1938,85,78,Navigator,Moderate,Andromedan,Vulpes,SS Aurora,True
CRW1939,139,3,Pilot,Low,Zetan,Vulpes,SS Endeavor,True
CRW1940,49,95,Scientist,Moderate,Synthoid,Nova Terra,SS Solaris,False
CRW1941,142,22,Medical Officer,Moderate,Vulperian,Vulpes,SS Endeavor,False
CRW1942,128,69,Scientist,Moderate,Felid,Zylar IV,SS Orion,False
CRW1943,186,87,Engineer,High,Synthoid,Earth,SS Solaris,True
CRW1944,196,83,Security,High,Vulperian,Krellar,SS Andromeda,False
CRW1945,186,100,Security,Low,Vulperian,Eldar,SS Endeavor,False
CRW1946,70,83,Communications Officer,Moderate,Vulperian,Zylar IV,SS Odyssey,False
CRW1947,141,75,Security,Moderate,Felid,Nova Terra,SS Orion,False
CRW1948,65,32,Security,High,Xel'Naga,Aquaros,SS Solaris,False
CRW1949,77,27,Security,High,Draconian,Earth,SS Odyssey,False
CRW1950,177,7,Security,High,Xel'Naga,Vulpes,SS Orion,False
CRW1951,132,0,Pilot,Moderate,Andromedan,Dracos,SS Andromeda,True
CRW1952,155,36,Medical Officer,Moderate,Xel'Naga,Andromeda Prime,SS Odyssey,False
CRW1953,129,62,Communications Officer,Moderate,Felid,Eldar,SS Solaris,False
CRW1954,169,21,Security,Low,Xel'Naga,Krellar,SS Orion,False
CRW1955,135,69,Communications Officer,High,Zetan,Aquaros,SS Aurora,False
CRW1956,99,20,Medical Officer,High,Synthoid,Andromeda Prime,SS Solaris,True
CRW1957,151,95,Navigator,High,Xel'Naga,Zeta Reticuli,SS Solaris,False
CRW1958,58,34,Security,Moderate,Eldari,Zeta Reticuli,SS Solaris,True
CRW1959,41,78,Communications Officer,High,Vulperian,Earth,SS Solaris,False
CRW1960,47,4,Scientist,Low,Synthoid,Earth,SS Aurora,False
CRW1961,50,59,Communications Officer,High,Krell,Earth,SS Odyssey,True
CRW1962,22,45,Security,Low,Zetan,Zylar IV,SS Odyssey,False
CRW1963,140,49,Engineer,Moderate,Felid,Zylar IV,SS Odyssey,False
CRW1964,56,47,Pilot,Low,Draconian,Zeta Reticuli,SS Andromeda,True
CRW1965,80,5,Scientist,Moderate,Zetan,Earth,SS Aurora,False
CRW1966,90,88,Scientist,Low,Vulperian,Eldar,SS Aurora,False
CRW1967,182,55,Engineer,High,Synthoid,Nova Terra,SS Orion,True
CRW1968,33,58,Security,Moderate,Draconian,Felix,SS Endeavor,True
CRW1969,41,28,Pilot,Low,Human,Earth,SS Odyssey,False
CRW1970,64,70,Scientist,High,Aquarion,Krellar,SS Endeavor,False
CRW1971,147,76,Pilot,High,Zetan,Eldar,SS Orion,False
CRW1972,71,17,Scientist,Moderate,Draconian,Krellar,SS Aurora,False
CRW1973,50,1,Security,Low,Andromedan,Dracos,SS Orion,False
CRW1974,60,7,Navigator,Moderate,Draconian,Zeta Reticuli,SS Solaris,False
CRW1975,192,74,Scientist,Moderate,Aquarion,Earth,SS Orion,False
CRW1976,199,96,Navigator,High,Vulperian,Vulpes,SS Orion,True
CRW1977,172,53,Scientist,High,Synthoid,Andromeda Prime,SS Solaris,False
CRW1978,193,37,Medical Officer,Low,Human,Earth,SS Endeavor,True
CRW1979,59,47,Security,High,Andromedan,Nova Terra,SS Solaris,True
CRW1980,105,26,Engineer,Moderate,Draconian,Dracos,SS Andromeda,False
CRW1981,172,19,Navigator,Low,Eldari,Earth,SS Orion,True
CRW1982,149,11,Engineer,High,Xel'Naga,Felix,SS Orion,False
CRW1983,147,42,Security,Moderate,Vulperian,Andromeda Prime,SS Endeavor,False
CRW1984,66,60,Communications Officer,High,Zetan,Andromeda Prime,SS Aurora,True
CRW1985,73,30,Engineer,Moderate,Zetan,Zylar IV,SS Solaris,True
CRW1986,101,90,Security,High,Aquarion,Nova Terra,SS Aurora,False
CRW1987,199,95,Engineer,Moderate,Vulperian,Nova Terra,SS Andromeda,False
CRW1988,145,60,Navigator,High,Andromedan,Eldar,SS Solaris,False
CRW1989,140,73,Medical Officer,Moderate,Krell,Vulpes,SS Andromeda,False
CRW1990,29,66,Engineer,Moderate,Human,Nova Terra,SS Andromeda,False
CRW1991,106,90,Navigator,High,Felid,Felix,SS Andromeda,False
CRW1992,150,34,Scientist,Moderate,Andromedan,Dracos,SS Odyssey,False
CRW1993,29,94,Security,High,Human,Vulpes,SS Solaris,False
CRW1994,178,14,Pilot,Moderate,Synthoid,Zylar IV,SS Solaris,False
CRW1995,117,15,Communications Officer,High,Synthoid,Nova Terra,SS Odyssey,False
CRW1996,123,12,Pilot,Moderate,Vulperian,Zylar IV,SS Endeavor,False
CRW1997,26,34,Security,High,Vulperian,Andromeda Prime,SS Odyssey,False
CRW1998,107,74,Medical Officer,Moderate,Zetan,Earth,SS Orion,False
CRW1999,196,58,Engineer,High,Felid,Nova Terra,SS Aurora,False
CRW2000,55,20,Medical Officer,Moderate,Felid,Felix,SS Aurora,True
CRW2001,76,53,Pilot,High,Xel'Naga,Andromeda Prime,SS Andromeda,False
CRW2002,140,74,Communications Officer,Low,Aquarion,Earth,SS Solaris,False
CRW2003,192,29,Navigator,Low,Xel'Naga,Earth,SS Solaris,True
CRW2004,179,47,Communications Officer,High,Andromedan,Andromeda Prime,SS Andromeda,False
CRW2005,135,34,Security,Moderate,Zetan,Krellar,SS Orion,False
CRW2006,166,85,Security,High,Human,Vulpes,SS Aurora,True
CRW2007,47,37,Medical Officer,High,Krell,Krellar,SS Odyssey,False
CRW2008,157,30,Navigator,Moderate,Felid,Zeta Reticuli,SS Endeavor,False
CRW2009,68,77,Medical Officer,Moderate,Draconian,Felix,SS Orion,False
CRW2010,134,23,Engineer,Moderate,Eldari,Aquaros,SS Solaris,True
CRW2011,97,48,Scientist,High,Felid,Earth,SS Andromeda,True
CRW2012,93,95,Navigator,High,Synthoid,Eldar,SS Aurora,False
CRW2013,110,99,Scientist,High,Xel'Naga,Vulpes,SS Andromeda,False
CRW2014,67,31,Communications Officer,Moderate,Aquarion,Earth,SS Solaris,True
CRW2015,54,54,Engineer,Moderate,Krell,Dracos,SS Andromeda,False
CRW2016,22,78,Scientist,Moderate,Krell,Eldar,SS Odyssey,False
CRW2017,168,57,Pilot,High,Synthoid,Felix,SS Aurora,True
CRW2018,52,98,Communications Officer,High,Eldari,Zeta Reticuli,SS Andromeda,False
CRW2019,163,2,Scientist,High,Vulperian,Zeta Reticuli,SS Aurora,False
CRW2020,74,79,Engineer,High,Felid,Dracos,SS Andromeda,False
CRW2021,69,68,Scientist,High,Krell,Andromeda Prime,SS Andromeda,True
CRW2022,90,84,Security,Low,Andromedan,Vulpes,SS Aurora,False
CRW2023,126,9,Medical Officer,Low,Andromedan,Zylar IV,SS Odyssey,False
CRW2024,111,82,Pilot,Moderate,Vulperian,Vulpes,SS Andromeda,False
CRW2025,84,24,Security,Moderate,Human,Eldar,SS Odyssey,False
CRW2026,94,67,Security,High,Zetan,Krellar,SS Orion,False
CRW2027,182,60,Engineer,Low,Vulperian,Zylar IV,SS Endeavor,False
CRW2028,190,28,Medical Officer,High,Eldari,Zeta Reticuli,SS Orion,False
CRW2029,110,18,Medical Officer,Low,Andromedan,Zeta Reticuli,SS Endeavor,True
CRW2030,197,42,Navigator,Moderate,Krell,Andromeda Prime,SS Orion,False
CRW2031,34,65,Communications Officer,High,Andromedan,Aquaros,SS Endeavor,True
CRW2032,94,73,Pilot,Low,Draconian,Vulpes,SS Andromeda,True
CRW2033,98,60,Communications Officer,High,Zetan,Andromeda Prime,SS Aurora,False
CRW2034,180,42,Engineer,Moderate,Aquarion,Eldar,SS Aurora,False
CRW2035,89,24,Pilot,Moderate,Felid,Zylar IV,SS Solaris,True
CRW2036,119,19,Navigator,High,Draconian,Dracos,SS Endeavor,False
CRW2037,146,47,Scientist,Moderate,Felid,Earth,SS Solaris,False
CRW2038,123,82,Security,Moderate,Human,Krellar,SS Odyssey,False
CRW2039,153,86,Pilot,Moderate,Synthoid,Eldar,SS Odyssey,False
CRW2040,123,23,Communications Officer,High,Draconian,Earth,SS Solaris,False
CRW2041,40,10,Security,Low,Human,Vulpes,SS Endeavor,True
CRW2042,103,97,Engineer,High,Human,Dracos,SS Aurora,False
CRW2043,162,54,Communications Officer,High,Felid,Zeta Reticuli,SS Endeavor,True
CRW2044,44,27,Scientist,High,Aquarion,Andromeda Prime,SS Odyssey,False
CRW2045,104,68,Engineer,High,Synthoid,Zylar IV,SS Andromeda,True
CRW2046,130,62,Scientist,High,Xel'Naga,Andromeda Prime,SS Solaris,False
CRW2047,96,58,Scientist,Low,Vulperian,Zylar IV,SS Solaris,False
CRW2048,150,4,Security,High,Krell,Aquaros,SS Odyssey,False
CRW2049,109,50,Engineer,High,Eldari,Aquaros,SS Endeavor,False
CRW2050,75,20,Engineer,High,Eldari,Andromeda Prime,SS Solaris,False
CRW2051,110,11,Pilot,Moderate,Felid,Felix,SS Aurora,False
CRW2052,164,49,Communications Officer,Low,Eldari,Zylar IV,SS Solaris,False
CRW2053,86,3,Engineer,High,Xel'Naga,Zylar IV,SS Endeavor,True
CRW2054,97,41,Pilot,High,Vulperian,Earth,SS Odyssey,True
CRW2055,164,83,Medical Officer,High,Eldari,Andromeda Prime,SS Aurora,True
CRW2056,170,37,Medical Officer,High,Vulperian,Nova Terra,SS Aurora,True
CRW2057,168,24,Medical Officer,High,Krell,Felix,SS Solaris,False
CRW2058,81,13,Navigator,Moderate,Felid,Vulpes,SS Endeavor,False
CRW2059,114,74,Engineer,High,Eldari,Felix,SS Solaris,False
CRW2060,182,31,Navigator,Moderate,Felid,Zeta Reticuli,SS Andromeda,False
CRW2061,70,10,Communications Officer,High,Synthoid,Aquaros,SS Odyssey,True
CRW2062,56,60,Engineer,Low,Human,Nova Terra,SS Andromeda,False
CRW2063,193,17,Pilot,Low,Eldari,Aquaros,SS Aurora,False
CRW2064,123,26,Navigator,Moderate,Vulperian,Dracos,SS Solaris,False
CRW2065,32,54,Navigator,High,Human,Aquaros,SS Andromeda,False
CRW2066,120,53,Communications Officer,High,Aquarion,Eldar,SS Orion,False
CRW2067,131,81,Navigator,Moderate,Eldari,Aquaros,SS Andromeda,False
CRW2068,95,86,Scientist,Moderate,Eldari,Earth,SS Solaris,False
CRW2069,195,74,Pilot,Moderate,Draconian,Nova Terra,SS Solaris,False
CRW2070,30,20,Medical Officer,Low,Human,Dracos,SS Odyssey,False
CRW2071,24,43,Pilot,Low,Eldari,Zylar IV,SS Andromeda,True
CRW2072,106,4,Scientist,High,Synthoid,Zylar IV,SS Solaris,False
CRW2073,47,86,Communications Officer,Moderate,Krell,Dracos,SS Solaris,False
CRW2074,93,40,Communications Officer,High,Human,Krellar,SS Odyssey,False
CRW2075,69,58,Engineer,High,Krell,Felix,SS Odyssey,True
CRW2076,177,88,Pilot,Moderate,Zetan,Andromeda Prime,SS Odyssey,False
CRW2077,138,53,Communications Officer,High,Vulperian,Krellar,SS Odyssey,False
CRW2078,175,73,Navigator,Low,Aquarion,Nova Terra,SS Orion,False
CRW2079,174,21,Communications Officer,High,Draconian,Aquaros,SS Aurora,False
CRW2080,33,82,Communications Officer,Moderate,Synthoid,Zylar IV,SS Solaris,False
CRW2081,154,64,Communications Officer,Moderate,Aquarion,Earth,SS Endeavor,False
CRW2082,69,63,Communications Officer,Moderate,Draconian,Krellar,SS Odyssey,False
CRW2083,58,70,Medical Officer,High,Felid,Felix,SS Aurora,False
CRW2084,65,3,Medical Officer,Low,Aquarion,Aquaros,SS Odyssey,False
CRW2085,36,64,Engineer,Moderate,Felid,Zeta Reticuli,SS Aurora,False
CRW2086,64,14,Communications Officer,Moderate,Aquarion,Andromeda Prime,SS Endeavor,True
CRW2087,197,75,Pilot,High,Andromedan,Dracos,SS Andromeda,False
CRW2088,108,21,Scientist,Moderate,Vulperian,Aquaros,SS Orion,False
CRW2089,91,85,Engineer,Low,Xel'Naga,Andromeda Prime,SS Solaris,True
CRW2090,67,46,Pilot,Moderate,Draconian,Andromeda Prime,SS Andromeda,False
CRW2091,129,80,Communications Officer,Low,Synthoid,Zylar IV,SS Endeavor,False
CRW2092,144,92,Security,Moderate,Human,Zylar IV,SS Orion,False
CRW2093,192,45,Communications Officer,High,Aquarion,Nova Terra,SS Orion,False
CRW2094,42,13,Medical Officer,High,Aquarion,Zeta Reticuli,SS Orion,True
CRW2095,172,49,Scientist,High,Draconian,Dracos,SS Endeavor,False
CRW2096,128,19,Navigator,Moderate,Felid,Andromeda Prime,SS Odyssey,True
CRW2097,101,49,Scientist,Moderate,Zetan,Nova Terra,SS Odyssey,False
CRW2098,68,32,Navigator,High,Xel'Naga,Eldar,SS Odyssey,False
CRW2099,138,58,Scientist,Moderate,Aquarion,Krellar,SS Andromeda,False
CRW2100,145,42,Medical Officer,Moderate,Eldari,Vulpes,SS Solaris,False
CRW2101,164,78,Navigator,Moderate,Andromedan,Andromeda Prime,SS Orion,True
CRW2102,46,11,Pilot,High,Krell,Nova Terra,SS Orion,False
CRW2103,57,39,Navigator,High,Andromedan,Zeta Reticuli,SS Andromeda,False
CRW2104,72,19,Engineer,High,Xel'Naga,Zylar IV,SS Odyssey,False
CRW2105,36,93,Pilot,High,Eldari,Andromeda Prime,SS Orion,False
CRW2106,89,37,Engineer,High,Andromedan,Andromeda Prime,SS Orion,False
CRW2107,42,2,Communications Officer,High,Krell,Aquaros,SS Endeavor,False
CRW2108,162,27,Scientist,Moderate,Human,Zeta Reticuli,SS Aurora,False
CRW2109,40,55,Pilot,High,Vulperian,Dracos,SS Andromeda,False
CRW2110,55,89,Scientist,Low,Human,Zylar IV,SS Andromeda,False
CRW2111,99,93,Communications Officer,High,Vulperian,Andromeda Prime,SS Odyssey,False
CRW2112,146,12,Security,High,Zetan,Krellar,SS Andromeda,False
CRW2113,138,76,Scientist,High,Zetan,Zylar IV,SS Odyssey,False
CRW2114,73,65,Communications Officer,High,Felid,Krellar,SS Endeavor,False
CRW2115,48,36,Scientist,Low,Zetan,Vulpes,SS Endeavor,False
CRW2116,178,48,Communications Officer,High,Andromedan,Felix,SS Solaris,True
CRW2117,177,65,Engineer,Low,Zetan,Felix,SS Odyssey,False
CRW2118,56,35,Communications Officer,Low,Vulperian,Dracos,SS Endeavor,True
CRW2119,157,53,Navigator,Moderate,Human,Vulpes,SS Odyssey,False
CRW2120,165,25,Security,Moderate,Draconian,Andromeda Prime,SS Andromeda,False
CRW2121,127,74,Scientist,Moderate,Aquarion,Aquaros,SS Solaris,False
CRW2122,185,71,Communications Officer,High,Vulperian,Dracos,SS Aurora,False
CRW2123,179,39,Communications Officer,Moderate,Human,Felix,SS Orion,False
CRW2124,167,42,Scientist,High,Human,Aquaros,SS Orion,False
CRW2125,23,21,Security,High,Aquarion,Nova Terra,SS Solaris,True
CRW2126,198,19,Security,Moderate,Eldari,Eldar,SS Odyssey,False
CRW2127,98,7,Communications Officer,Moderate,Draconian,Zeta Reticuli,SS Odyssey,False
CRW2128,153,28,Pilot,Low,Eldari,Nova Terra,SS Odyssey,False
CRW2129,111,39,Engineer,High,Eldari,Vulpes,SS Aurora,False
CRW2130,110,89,Security,Low,Human,Krellar,SS Orion,False
CRW2131,115,29,Security,High,Krell,Felix,SS Solaris,False
CRW2132,28,80,Medical Officer,High,Synthoid,Vulpes,SS Odyssey,False
CRW2133,116,83,Navigator,High,Vulperian,Dracos,SS Endeavor,False
CRW2134,129,54,Security,Moderate,Andromedan,Felix,SS Andromeda,False
CRW2135,95,15,Engineer,High,Eldari,Dracos,SS Aurora,False
CRW2136,60,45,Navigator,Moderate,Zetan,Vulpes,SS Odyssey,False
CRW2137,162,61,Navigator,Low,Andromedan,Andromeda Prime,SS Orion,True
CRW2138,180,6,Scientist,Moderate,Xel'Naga,Vulpes,SS Andromeda,False
